id,timestep,consumption_eur,consumption_sib,price_eur,price_sib
395,2006-09-17 11:00,69928.0,18417.0,453.25,0.0
396,2006-09-17 12:00,69829.0,18420.0,452.58,0.0
397,2006-09-17 13:00,69661.0,18434.0,453.4,0.0
398,2006-09-17 14:00,69555.0,18382.0,455.68,0.0
399,2006-09-17 15:00,69637.0,18363.0,457.32,0.0
400,2006-09-17 16:00,70136.0,18400.0,457.62,0.0
401,2006-09-17 17:00,70720.0,18549.0,474.56,0.0
402,2006-09-17 18:00,72231.0,18714.0,468.0,0.0
403,2006-09-17 19:00,74731.0,18973.0,499.29,0.0
404,2006-09-17 20:00,76606.0,19539.0,544.39,0.0
405,2006-09-17 21:00,75632.0,19995.0,539.25,0.0
406,2006-09-17 22:00,71849.0,19600.0,499.98,0.0
407,2006-09-17 23:00,68912.0,18685.0,499.8,0.0
408,2006-09-18 00:00,66433.0,17989.0,379.21,0.0
409,2006-09-18 01:00,65068.0,17595.0,313.68,0.0
410,2006-09-18 02:00,64148.0,17364.0,264.71,0.0
411,2006-09-18 03:00,64115.0,17245.0,258.62,0.0
412,2006-09-18 04:00,65080.0,17279.0,279.8,0.0
413,2006-09-18 05:00,67620.0,17537.0,446.09,0.0
414,2006-09-18 06:00,70951.0,17983.0,494.51,0.0
415,2006-09-18 07:00,75295.0,18571.0,550.63,0.0
416,2006-09-18 08:00,78628.0,19118.0,571.74,0.0
417,2006-09-18 09:00,80496.0,19550.0,616.91,233.7
418,2006-09-18 10:00,80672.0,19828.0,643.04,233.9
419,2006-09-18 11:00,80049.0,19778.0,683.88,233.43
420,2006-09-18 12:00,79275.0,19515.0,773.08,0.06
421,2006-09-18 13:00,79367.0,19406.0,761.69,0.05
422,2006-09-18 14:00,78929.0,19382.0,721.33,0.01
423,2006-09-18 15:00,78099.0,19301.0,744.85,0.05
424,2006-09-18 16:00,77473.0,19281.0,682.16,0.05
425,2006-09-18 17:00,76986.0,19231.0,564.06,0.01
426,2006-09-18 18:00,77444.0,19244.0,565.62,0.0
427,2006-09-18 19:00,79159.0,19460.0,568.69,234.27
428,2006-09-18 20:00,81200.0,19839.0,652.14,235.22
429,2006-09-18 21:00,79325.0,20167.0,881.11,230.97
430,2006-09-18 22:00,74744.0,19884.0,553.33,0.0
431,2006-09-18 23:00,70816.0,18926.0,493.57,0.0
432,2006-09-19 00:00,67350.0,18159.0,317.7,0.0
433,2006-09-19 01:00,66137.0,17785.0,274.97,0.0
434,2006-09-19 02:00,65356.0,17575.0,172.35,0.0
435,2006-09-19 03:00,65364.0,17452.0,179.95,0.0
436,2006-09-19 04:00,66438.0,17538.0,185.53,0.0
437,2006-09-19 05:00,69300.0,17820.0,403.97,0.0
438,2006-09-19 06:00,72331.0,18271.0,473.43,0.0
439,2006-09-19 07:00,76174.0,18840.0,565.32,0.0
440,2006-09-19 08:00,79463.0,19271.0,624.5,0.0
441,2006-09-19 09:00,80872.0,19666.0,762.26,0.0
442,2006-09-19 10:00,80801.0,19799.0,921.82,0.0
443,2006-09-19 11:00,80139.0,19698.0,934.27,250.84
444,2006-09-19 12:00,79328.0,19567.0,671.61,251.24
445,2006-09-19 13:00,79368.0,19458.0,675.56,247.79
446,2006-09-19 14:00,78767.0,19424.0,665.75,180.8
